"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",1.55844077092225e-05,"log_F_t_input",0.895741162155455
"2",3.23573274332825e-05,"log_F_t_input",0.895740928324817
"3",-4.21560593857639e-05,"log_F_t_input",0.895740209006255
"4",5.53317262821584e-05,"log_F_t_input",0.895740122366252
"5",-0.000161531722843149,"log_F_t_input",0.895739209022097
"6",0.000287228157950938,"log_F_t_input",0.895740790410988
"7",-0.000176694720793319,"log_F_t_input",0.895739376696008
"8",-1.54648511723122e-05,"log_F_t_input",0.895761763220264
"9",0.000142816479470759,"log_F_t_input",0.896051491405083
"10",-0.000254996138754047,"log_F_t_input",0.898376747131996
"11",5.86216282899669e-05,"log_F_t_input",0.903148641903063
"12",0.000171331120569915,"log_F_t_input",0.887909631277249
"13",-0.000149459175776724,"log_F_t_input",0.859329107716285
"14",-2.92002922762102e-05,"log_F_t_input",0.824062311205446
"15",0.000192785666513061,"log_F_t_input",0.793948224233719
"16",-0.000129538001735291,"log_F_t_input",0.767429162946972
"17",-4.63026248960774e-05,"log_F_t_input",0.77002134873249
"18",6.30840800447882e-05,"log_F_t_input",0.781075290548215
"19",-4.39656589228381e-05,"log_F_t_input",0.781074460844072
"20",-1.53642009372013e-05,"log_sigma_R",-0.58364231685279
"21",0.000222327432267022,"logS50",1.4456090978625
"22",0.000175050563068158,"log_CV_L",-1.77552295703853
