"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",-0.00178120965732455,"log_F_t_input",1.60899357843247
"2",0.00014850177962159,"log_F_t_input",1.60899999646763
"3",0.00128226921730654,"log_F_t_input",1.60900587939005
"4",-0.011229960577282,"log_F_t_input",1.60900714213479
"5",-0.00118443144684651,"log_F_t_input",1.60904886671157
"6",-0.00155632302109908,"log_F_t_input",1.60909485663286
"7",0.00640674149609294,"log_F_t_input",1.60914645080198
"8",0.00131304257189717,"log_F_t_input",1.60917496806765
"9",0.00109238711464216,"log_F_t_input",1.6091989753476
"10",-0.00058951477033508,"log_F_t_input",1.60923234123654
"11",-1.03403280424082,"log_F_t_input",1.6094379124341
"12",-0.396756286503343,"log_F_t_input",1.6094379124341
"13",0.00198170210214802,"log_F_t_input",1.60767450316922
"14",-0.0115424065756251,"log_F_t_input",1.60396625576217
"15",-0.000694376036784183,"log_F_t_input",1.60039847642922
"16",-0.00924920244121626,"log_F_t_input",1.59643312639203
"17",0.00194506015434515,"log_F_t_input",1.5979311503852
"18",0.0025913653156004,"log_F_t_input",1.60194936806096
"19",-0.0103966561831779,"log_F_t_input",1.60191137315261
"20",5.59772256359219e-06,"log_q_I",-9.70900656006948
"21",-3.86920746639485e-06,"log_sigma_R",-0.568807186958077
"22",0.00298436492591136,"logS50",1.46804622526324
