"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",1.21618142121786e-06,"log_F_t_input",-0.0405773486961868
"2",-2.50733663785718e-06,"log_F_t_input",-0.040578907281666
"3",2.35366102739983e-06,"log_F_t_input",-0.0405839732100183
"4",-2.55479941106687e-06,"log_F_t_input",-0.0406020521825959
"5",1.20091597912693e-06,"log_F_t_input",-0.0406603739534076
"6",1.05684892319719e-06,"log_F_t_input",-0.0408321660387994
"7",-9.1824036160709e-07,"log_F_t_input",-0.0412549174436221
"8",1.76083772189306e-07,"log_F_t_input",-0.0419779445086095
"9",1.62628285826417e-07,"log_F_t_input",-0.042319439569612
"10",-2.14760166270759e-06,"log_F_t_input",-0.0411782309045808
"11",1.48243776203848e-06,"log_F_t_input",-0.0411780860321187
"12",-9.58726669278915e-09,"log_q_I",-10.1297248630999
"13",-5.5429058609148e-07,"log_sigma_R",-0.565454998494684
"14",8.13000632182703e-06,"logS50",1.41770499732895
"15",-9.2214111350325e-07,"log_CV_L",-1.75583961846895
