"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",4.45419936882425e-06,"log_F_t_input",-0.826766197059234
"2",1.7853656243845e-06,"log_F_t_input",-0.826866543361454
"3",-6.10542669774426e-06,"log_F_t_input",-0.826846749629633
"4",2.6783274767793e-06,"log_F_t_input",-0.826092104903174
"5",-1.11845633176816e-05,"log_F_t_input",-0.822496811300906
"6",-1.57350013812313e-06,"log_F_t_input",-0.809848251417735
"7",1.71427843951022e-05,"log_F_t_input",-0.773095849934564
"8",-3.97173780932597e-06,"log_F_t_input",-0.686739930673216
"9",1.33022897617907e-06,"log_F_t_input",-0.53491380311568
"10",-3.03536545839811e-06,"log_F_t_input",-0.354461526512128
"11",7.46901341684703e-06,"log_F_t_input",-0.228778507005569
"12",6.84035266918303e-07,"log_F_t_input",-0.228778409722912
"13",-4.3807353110743e-07,"log_q_I",-9.93981587913435
"14",-5.15694011724022e-06,"log_sigma_R",-0.575132992852764
"15",2.32338975203472e-05,"logS50",1.36599491104922
"16",-1.29476289487396e-05,"log_CV_L",-2.2694091301174
