"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",1.02036356481751e-06,"log_F_t_input",-1.0378505131704
"2",1.30194041511589e-06,"log_F_t_input",-1.03863080335072
"3",-1.02069888532549e-07,"log_F_t_input",-1.03963690028037
"4",-2.38657664422006e-06,"log_F_t_input",-1.04005608310399
"5",7.79109737046937e-08,"log_F_t_input",-1.03668974111453
"6",-5.99722735874185e-07,"log_F_t_input",-1.0201099578762
"7",5.45483896642607e-07,"log_F_t_input",-0.968887597255385
"8",-7.48000357575496e-06,"log_F_t_input",-0.852120488972452
"9",9.58560337283032e-06,"log_F_t_input",-0.660418719851292
"10",-1.49643531711097e-05,"log_F_t_input",-0.445170586455282
"11",2.08513314083197e-05,"log_F_t_input",-0.286749337939244
"12",-3.12794319170841e-05,"log_F_t_input",-0.257669446909004
"13",2.60081494148634e-05,"log_F_t_input",-0.242508762336693
"14",-7.16563166381278e-06,"log_F_t_input",-0.242509809798283
"15",3.82550869095386e-07,"log_q_I",-10.1550426697373
"16",1.00242571287809e-06,"log_sigma_R",-0.615844316435175
"17",0.000147049499626517,"logS50",1.34283668284496
