"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",-4.1348947270912e-06,"log_F_t_input",-0.893656409899202
"2",2.79918613723879e-06,"log_F_t_input",-0.893695589577011
"3",-1.3511707457413e-06,"log_F_t_input",-0.893437735066098
"4",2.9680847332238e-06,"log_F_t_input",-0.891911603397266
"5",2.7830107046569e-06,"log_F_t_input",-0.886091457873487
"6",-5.07609747751707e-07,"log_F_t_input",-0.867706137001368
"7",-1.30526230435885e-06,"log_F_t_input",-0.818038933174284
"8",-1.30082215060029e-06,"log_F_t_input",-0.708246069371849
"9",2.86914508651481e-06,"log_F_t_input",-0.525527405345178
"10",2.21254956347949e-06,"log_F_t_input",-0.317106855606983
"11",-2.05335420655484e-06,"log_F_t_input",-0.173589618811981
"12",9.90709435405579e-07,"log_F_t_input",-0.144677808610916
"13",-2.2694653531287e-06,"log_F_t_input",-0.144678081403018
"14",-1.08262974053577e-08,"log_q_I",-9.99302946722587
"15",3.80165291385959e-06,"log_sigma_R",-0.608073998338419
"16",3.49438057662965e-05,"logS50",1.36607528725049
