"","opt_save.final_gradient","names.obj_save.par.","opt_save.par"
"1",3.88469786066573e-05,"log_F_t_input",1.60924328501033
"2",-0.00028170498929444,"log_F_t_input",1.60924314510675
"3",0.000351782441552995,"log_F_t_input",1.60924401973586
"4",0.000104835121311138,"log_F_t_input",1.60924362745652
"5",-0.000329879710997648,"log_F_t_input",1.6092428576237
"6",-1.11870083951011e-05,"log_F_t_input",1.60924327582109
"7",0.00027811356334327,"log_F_t_input",1.60924373433517
"8",-5.14842223042462e-05,"log_F_t_input",1.6092431937975
"9",5.35763420700145e-05,"log_F_t_input",1.60924305840095
"10",0.000145253376090792,"log_F_t_input",1.60925600123749
"11",-1.0406731362178,"log_F_t_input",1.6094379124341
"12",-0.420773268796154,"log_F_t_input",1.6094379124341
"13",-0.000142042437894145,"log_F_t_input",1.6077630480024
"14",7.09622831732287e-05,"log_F_t_input",1.60415485170394
"15",0.000286182919467887,"log_F_t_input",1.60064217027369
"16",-0.00027763116175292,"log_F_t_input",1.59672325873415
"17",-0.000140278799212107,"log_F_t_input",1.59823641973323
"18",6.4460864614993e-05,"log_F_t_input",1.60228026124435
"19",6.01675123614884e-05,"log_F_t_input",1.60228048097036
"20",-1.71048262455065e-05,"log_sigma_R",-0.568768213475927
"21",-0.0022432600491662,"logS50",1.46805153243616
